"Label","Population 18 to 24 years","Less than high school graduate","High school graduate (includes equivalency)","Some college or associate's degree","Bachelor's degree or higher","Population 25 years and over","Less than 9th grade","9th to 12th grade, no diploma","High school graduate (includes equivalency)","Some college, no degree","Associate's degree","Bachelor's degree","Graduate or professional degree","Percent high school graduate or higher","Percent bachelor's degree or higher","Population 25 to 34 years","High school graduate or higher","Bachelor's degree or higher","Population 35 to 44 years","High school graduate or higher","Bachelor's degree or higher","Population 45 to 64 years","High school graduate or higher","Bachelor's degree or higher","Population 65 years and over","High school graduate or higher","Bachelor's degree or higher","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Less than high school graduate","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!High school graduate (includes equivalency)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Some college or associate's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Bachelor's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Graduate or professional degree","PERCENT IMPUTED","PERCENT IMPUTED!!Educational attainment"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,647","5.3%","45.9%","46.7%","2.1%","28,977","4.0%","13.3%","37.2%","23.8%","8.9%","7.3%","5.5%","82.7%","12.8%","4,936","88.1%","10.9%","5,368","83.5%","11.1%","11,631","87.7%","16.5%","7,042","69.9%","9.4%","","32.9%","24.0%","19.4%","6.1%","","21,725","15,481","21,849","21,315","27,310","54,269","","(X)"
"Tallahassee, FL Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","75,520","9.2%","17.5%","61.7%","11.6%","228,309","2.9%","7.3%","23.9%","21.1%","7.8%","20.9%","16.2%","89.9%","37.1%","50,552","92.9%","38.3%","44,924","91.0%","38.4%","89,661","91.8%","39.6%","43,172","81.3%","29.0%","","33.7%","18.2%","13.6%","5.2%","","32,461","17,493","24,682","29,236","39,494","55,812","","6.5%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","36,798","11.5%","19.9%","60.9%","7.7%","110,805","3.6%","8.2%","24.5%","20.6%","7.5%","19.6%","16.0%","88.2%","35.6%","25,279","91.8%","33.1%","23,040","87.8%","32.4%","43,520","90.3%","37.8%","18,966","79.0%","37.8%","","32.5%","16.2%","11.6%","4.0%","","36,325","17,125","26,547","31,253","50,204","66,443","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","38,722","7.0%","15.2%","62.5%","15.3%","117,504","2.1%","6.4%","23.4%","21.6%","8.0%","22.1%","16.3%","91.5%","38.4%","25,273","94.1%","43.5%","21,884","94.4%","44.8%","46,141","93.2%","41.2%","24,206","83.0%","22.1%","","35.2%","20.0%","15.2%","6.3%","","30,682","20,180","21,565","27,574","35,125","50,261","","(X)"
"Tampa-St. Petersburg-Clearwater, FL Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","244,381","15.6%","31.2%","44.7%","8.5%","2,010,425","3.8%","8.0%","31.1%","20.9%","9.2%","17.7%","9.4%","88.3%","27.1%","351,958","90.5%","29.7%","359,473","89.9%","32.1%","787,898","89.4%","26.9%","511,096","83.8%","21.9%","","27.6%","16.2%","11.5%","5.1%","","32,309","19,371","25,782","31,527","44,975","61,040","","7.0%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","122,235","18.8%","35.5%","39.6%","6.1%","954,640","3.9%","8.6%","31.1%","20.1%","8.2%","18.1%","10.0%","87.5%","28.1%","173,073","88.7%","26.0%","176,801","88.5%","31.4%","379,429","88.4%","27.4%","225,337","84.2%","28.4%","","25.1%","15.6%","9.9%","4.9%","","37,011","21,372","29,433","36,738","55,169","76,616","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","122,146","12.4%","27.0%","49.8%","10.8%","1,055,785","3.6%","7.4%","31.1%","21.7%","10.1%","17.3%","8.8%","89.0%","26.1%","178,885","92.3%","33.3%","182,672","91.1%","32.8%","408,469","90.4%","26.5%","285,759","83.5%","16.8%","","30.2%","16.8%","12.9%","5.2%","","30,021","15,477","22,437","28,697","40,126","50,548","","(X)"
"Terre Haute, IN Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","21,506","18.1%","29.3%","48.0%","4.6%","113,750","3.3%","9.8%","38.3%","20.8%","8.4%","11.1%","8.2%","86.9%","19.3%","21,004","89.0%","22.9%","21,931","87.9%","18.3%","45,470","88.4%","20.1%","25,345","81.7%","15.8%","","28.0%","16.7%","11.9%","4.3%","","28,412","16,983","25,266","28,819","38,695","52,456","","3.7%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","11,750","19.3%","31.9%","45.3%","3.5%","56,362","4.0%","9.6%","41.0%","21.0%","7.2%","10.1%","7.1%","86.4%","17.2%","11,136","87.5%","17.6%","11,685","85.0%","13.8%","22,667","89.0%","19.0%","10,874","81.4%","16.6%","","29.7%","13.3%","7.1%","3.9%","","33,180","23,519","30,027","36,182","47,594","81,373","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","9,756","16.6%","26.2%","51.2%","5.9%","57,388","2.6%","10.0%","35.7%","20.6%","9.7%","12.1%","9.3%","87.4%","21.4%","9,868","90.6%","28.9%","10,246","91.2%","23.5%","22,803","87.7%","21.1%","14,471","81.9%","15.3%","","26.5%","20.1%","15.9%","4.6%","","22,640","11,914","17,218","23,832","31,352","48,341","","(X)"
"Texarkana, TX-Texarkana, AR Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","12,341","18.1%","40.1%","37.4%","4.4%","91,212","3.9%","8.0%","37.3%","27.2%","5.9%","11.6%","6.0%","88.2%","17.7%","19,000","90.6%","16.9%","17,345","91.4%","19.3%","34,755","87.4%","16.7%","20,112","84.4%","18.8%","","33.8%","13.5%","15.6%","11.3%","","30,699","17,763","25,916","30,805","41,545","47,037","","4.5%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,729","22.0%","46.9%","27.5%","3.6%","44,605","4.9%","10.0%","38.0%","26.6%","4.6%","10.8%","5.1%","85.1%","15.9%","10,064","86.9%","15.4%","8,871","88.7%","10.6%","16,995","83.5%","18.1%","8,675","82.5%","17.6%","","23.5%","10.9%","12.3%","12.7%","","36,278","26,422","31,846","39,783","51,134","64,583","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5,612","13.3%","32.0%","49.3%","5.4%","46,607","2.9%","6.1%","36.7%","27.8%","7.2%","12.4%","7.0%","91.1%","19.4%","8,936","94.8%","18.6%","8,474","94.2%","28.3%","17,760","91.1%","15.3%","11,437","85.8%","19.8%","","47.3%","15.8%","18.2%","10.3%","","25,014","4,769","19,856","24,760","31,129","46,422","","(X)"
"The Villages, FL Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,029","32.9%","42.4%","23.5%","1.2%","89,249","3.2%","9.3%","29.4%","24.3%","7.9%","15.0%","10.8%","87.5%","25.8%","6,756","69.7%","8.3%","6,868","73.0%","13.4%","24,970","88.3%","26.8%","50,655","91.4%","29.4%","","26.7%","11.0%","7.4%","3.8%","","20,613","20,079","21,297","18,575","23,695","11,060","","2.7%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,429","48.8%","46.3%","1.5%","3.4%","46,483","3.9%","11.5%","24.2%","21.4%","10.8%","17.4%","10.8%","84.6%","28.2%","4,825","62.0%","5.9%","4,641","67.6%","6.8%","11,652","88.2%","26.2%","25,365","90.4%","37.3%","","26.9%","9.7%","5.5%","3.3%","","22,027","20,729","21,674","24,050","30,216","65,425","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,600","24.1%","40.3%","35.6%","0.0%","42,766","2.5%","7.0%","35.0%","27.5%","4.8%","12.3%","10.9%","90.5%","23.3%","1,931","89.0%","14.1%","2,227","84.5%","27.3%","13,318","88.3%","27.4%","25,290","92.4%","21.4%","","26.4%","11.8%","9.2%","4.5%","","17,166","14,121","20,623","16,758","23,350","9,076","","(X)"
"Thomasville-Lexington, NC Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","12,791","26.0%","36.4%","28.8%","8.8%","112,363","6.9%","12.9%","32.6%","20.9%","8.5%","13.3%","5.1%","80.3%","18.3%","17,901","79.8%","22.0%","22,679","85.1%","20.9%","45,682","83.8%","20.4%","26,101","70.2%","10.0%","","23.2%","13.2%","10.6%","6.0%","","31,731","19,293","29,133","35,331","40,351","49,293","","3.5%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,450","22.6%","46.0%","24.5%","6.9%","53,724","8.1%","12.9%","32.6%","21.7%","7.4%","12.4%","4.9%","78.9%","17.2%","8,915","78.7%","17.3%","10,705","82.2%","16.1%","22,599","81.3%","20.7%","11,505","71.2%","11.4%","","19.7%","10.4%","7.3%","6.5%","","36,739","27,345","30,784","42,925","51,355","66,163","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,341","29.5%","26.7%","33.1%","10.7%","58,639","5.7%","12.8%","32.5%","20.2%","9.6%","14.1%","5.2%","81.5%","19.3%","8,986","81.0%","26.7%","11,974","87.7%","25.2%","23,083","86.2%","20.0%","14,596","69.4%","8.9%","","26.8%","15.8%","13.6%","5.6%","","27,158","11,242","25,760","27,206","33,791","45,661","","(X)"
"Toledo, OH Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","77,617","14.3%","24.5%","51.4%","9.7%","425,144","2.6%","7.7%","33.3%","23.4%","9.3%","14.4%","9.2%","89.7%","23.7%","79,036","92.2%","28.0%","76,669","92.5%","27.5%","176,591","90.4%","22.7%","92,848","83.9%","18.5%","","36.6%","15.5%","12.4%","4.5%","","32,297","18,983","25,906","31,052","44,113","55,111","","3.5%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","37,920","17.5%","27.1%","47.6%","7.7%","202,972","3.0%","7.6%","35.7%","24.4%","7.1%","13.8%","8.5%","89.5%","22.3%","39,536","91.7%","22.6%","37,669","93.2%","24.5%","85,857","89.6%","21.3%","39,910","83.5%","21.9%","","34.0%","14.4%","8.1%","4.0%","","39,823","25,734","31,097","40,689","55,156","72,060","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","39,697","11.3%","22.1%","55.0%","11.6%","222,172","2.3%","7.8%","31.2%","22.4%","11.3%","15.0%","9.9%","89.9%","24.9%","39,500","92.8%","33.5%","39,000","91.9%","30.4%","90,734","91.3%","24.1%","52,938","84.1%","15.9%","","39.1%","16.7%","16.1%","4.9%","","26,712","15,210","21,447","25,261","38,658","49,419","","(X)"
"Topeka, KS Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","19,473","18.9%","34.5%","40.3%","6.4%","157,576","3.3%","5.1%","33.9%","24.3%","6.8%","17.7%","8.9%","91.6%","26.6%","28,348","92.1%","29.8%","27,109","91.9%","29.3%","65,555","93.0%","26.7%","36,564","88.5%","21.8%","","33.1%","12.5%","10.1%","4.4%","","32,140","16,624","27,428","28,540","41,792","56,843","","2.7%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","10,011","23.4%","40.3%","33.9%","2.4%","75,133","3.0%","5.4%","35.1%","24.0%","7.1%","16.3%","9.1%","91.6%","25.4%","14,143","92.8%","24.9%","13,524","90.9%","26.7%","31,623","92.2%","26.2%","15,843","89.9%","23.1%","","31.6%","9.4%","11.1%","5.2%","","39,431","21,459","32,066","36,720","51,469","70,379","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","9,462","14.0%","28.3%","47.0%","10.6%","82,443","3.6%","4.9%","32.7%","24.6%","6.6%","19.0%","8.6%","91.5%","27.6%","14,205","91.3%","34.7%","13,585","92.8%","31.9%","33,932","93.6%","27.1%","20,721","87.4%","20.8%","","34.5%","15.6%","9.2%","3.7%","","27,856","13,540","22,470","24,452","36,941","52,710","","(X)"
"Torrington, CT Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","13,109","11.3%","39.9%","39.7%","9.1%","135,911","3.0%","6.4%","30.3%","19.6%","8.5%","18.2%","13.9%","90.5%","32.2%","17,623","96.8%","33.2%","22,597","95.3%","36.5%","63,277","92.1%","32.7%","32,414","80.8%","27.5%","","15.2%","7.6%","4.6%","3.4%","","41,102","24,130","36,589","36,151","50,750","62,476","","5.6%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,820","10.9%","45.4%","37.3%","6.4%","65,447","2.4%","7.5%","32.0%","19.6%","6.5%","18.4%","13.7%","90.1%","32.0%","8,942","95.5%","29.2%","10,759","94.5%","30.4%","31,438","90.8%","31.8%","14,308","81.7%","35.7%","","15.4%","7.9%","2.1%","4.1%","","50,841","26,295","42,586","46,943","63,562","80,057","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,289","11.7%","33.9%","42.3%","12.1%","70,464","3.6%","5.5%","28.7%","19.6%","10.4%","18.1%","14.2%","91.0%","32.3%","8,681","98.1%","37.3%","11,838","96.0%","42.0%","31,839","93.3%","33.6%","18,106","80.1%","21.1%","","15.0%","7.2%","6.6%","2.7%","","32,458","20,857","27,216","29,882","35,471","60,168","","(X)"
"Traverse City, MI Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","10,579","13.4%","30.5%","50.7%","5.4%","104,884","1.8%","5.2%","29.2%","25.1%","9.6%","16.6%","12.4%","93.0%","29.1%","16,486","90.2%","18.4%","16,374","92.5%","30.3%","45,132","95.1%","29.3%","26,892","91.7%","34.6%","","27.0%","14.2%","10.0%","3.4%","","27,204","19,560","24,517","25,074","40,067","52,985","","3.9%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5,688","17.7%","34.5%","44.6%","3.2%","51,073","2.2%","6.1%","29.8%","26.5%","7.8%","15.8%","11.8%","91.7%","27.7%","8,813","88.3%","13.1%","8,494","90.0%","27.9%","21,625","93.9%","28.1%","12,141","91.6%","37.2%","","29.2%","12.3%","7.1%","3.5%","","31,161","20,086","28,969","27,844","44,320","67,393","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,891","8.3%","25.9%","57.8%","7.9%","53,811","1.4%","4.4%","28.7%","23.8%","11.3%","17.4%","13.1%","94.3%","30.5%","7,673","92.4%","24.5%","7,880","95.1%","32.8%","23,507","96.2%","30.4%","14,751","91.8%","32.4%","","24.0%","15.9%","12.5%","3.3%","","24,312","19,311","19,620","23,086","33,878","42,219","","(X)"
"Trenton-Ewing, NJ Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","42,141","11.9%","23.6%","51.5%","13.0%","244,580","4.7%","6.9%","28.2%","15.8%","6.2%","20.0%","18.3%","88.5%","38.2%","45,350","87.9%","36.1%","50,129","89.0%","43.4%","100,515","91.9%","40.1%","48,586","81.4%","31.0%","","22.9%","10.9%","6.6%","2.1%","","45,308","20,567","30,978","43,196","64,169","80,915","","4.8%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","21,143","14.2%","22.5%","49.6%","13.8%","117,232","5.1%","7.1%","28.4%","17.1%","5.2%","18.9%","18.1%","87.8%","37.0%","23,388","87.9%","29.9%","24,894","86.4%","41.4%","48,684","90.1%","37.2%","20,266","83.5%","39.3%","","20.3%","10.2%","3.6%","1.9%","","51,097","23,567","33,471","48,527","82,254","101,063","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","20,998","9.6%","24.8%","53.4%","12.2%","127,348","4.3%","6.6%","27.9%","14.6%","7.2%","20.9%","18.5%","89.1%","39.4%","21,962","87.9%","42.7%","25,235","91.4%","45.4%","51,831","93.5%","42.9%","28,320","79.9%","25.0%","","25.4%","11.5%","9.3%","2.4%","","40,029","17,344","26,928","38,487","48,777","70,196","","(X)"
"Truckee-Grass Valley, CA Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","7,036","23.4%","29.9%","46.7%","0.0%","73,598","1.9%","3.9%","20.9%","30.2%","10.7%","22.6%","9.8%","94.2%","32.4%","9,001","95.4%","22.8%","10,242","90.7%","30.4%","33,532","95.5%","37.6%","20,823","93.1%","29.3%","","22.1%","19.1%","9.8%","3.7%","","33,875","15,666","24,529","35,596","45,437","50,407","","3.4%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,531","25.4%","21.4%","53.2%","0.0%","36,098","1.6%","4.3%","21.3%","28.1%","9.3%","24.9%","10.5%","94.1%","35.4%","4,796","95.3%","16.9%","5,463","89.0%","31.6%","16,050","94.9%","39.6%","9,789","95.1%","39.8%","","26.5%","13.0%","8.0%","5.8%","","41,308","15,987","30,232","41,770","55,805","52,246","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,505","21.4%","38.5%","40.1%","0.0%","37,500","2.2%","3.6%","20.4%","32.2%","12.0%","20.4%","9.2%","94.2%","29.6%","4,205","95.6%","29.5%","4,779","92.6%","29.1%","17,482","96.1%","35.7%","11,034","91.4%","20.0%","","17.7%","25.2%","11.2%","1.4%","","28,812","12,045","15,123","30,136","33,521","46,983","","(X)"
"Tucson, AZ Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","106,894","15.0%","25.5%","52.8%","6.6%","663,098","4.8%","7.6%","21.9%","27.1%","8.4%","17.9%","12.3%","87.6%","30.2%","130,009","88.5%","26.0%","115,758","87.6%","30.8%","253,091","88.7%","29.7%","164,240","85.1%","34.0%","","34.6%","16.5%","12.8%","6.1%","","30,726","15,868","24,009","30,317","40,948","56,901","","5.0%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","54,379","16.4%","29.1%","48.7%","5.8%","320,471","4.5%","7.6%","22.1%","26.5%","8.0%","18.1%","13.1%","87.8%","31.3%","66,401","86.7%","24.2%","58,185","87.5%","29.2%","122,024","89.6%","29.8%","73,861","86.3%","41.6%","","30.7%","15.1%","10.8%","6.3%","","35,540","17,669","27,547","36,894","50,320","75,526","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","52,515","13.6%","21.7%","57.1%","7.5%","342,627","5.1%","7.6%","21.8%","27.6%","8.8%","17.7%","11.5%","87.4%","29.2%","63,608","90.4%","27.8%","57,573","87.8%","32.4%","131,067","87.9%","29.6%","90,379","84.2%","27.7%","","37.8%","17.8%","14.6%","5.9%","","26,247","12,140","20,569","25,390","35,438","45,108","","(X)"
"Tullahoma, TN Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","8,657","12.1%","46.5%","39.7%","1.8%","67,678","6.3%","9.3%","39.8%","21.6%","6.1%","10.2%","6.7%","84.3%","16.9%","10,533","89.3%","18.3%","12,382","91.5%","18.8%","27,466","85.8%","16.4%","17,297","73.9%","15.4%","","26.9%","15.1%","16.4%","4.2%","","29,001","22,017","23,870","31,836","43,240","56,511","","3.0%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,247","14.0%","57.4%","28.1%","0.5%","32,098","6.1%","9.5%","41.6%","20.8%","4.8%","10.4%","6.8%","84.3%","17.2%","5,033","84.8%","16.6%","6,307","90.2%","14.5%","13,182","84.9%","18.1%","7,576","78.2%","18.3%","","28.3%","9.4%","7.8%","1.9%","","33,244","22,186","28,976","45,887","44,967","58,388","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,410","10.2%","35.9%","50.8%","3.0%","35,580","6.5%","9.2%","38.2%","22.3%","7.3%","9.9%","6.6%","84.3%","16.6%","5,500","93.4%","19.8%","6,075","92.8%","23.3%","14,284","86.6%","14.8%","9,721","70.5%","13.2%","","25.6%","20.7%","23.1%","6.3%","","22,201","21,761","15,012","24,717","33,595","52,182","","(X)"
"Tulsa, OK Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","86,547","17.5%","34.1%","40.9%","7.5%","625,553","3.8%","8.0%","29.6%","23.8%","8.6%","17.9%","8.4%","88.2%","26.2%","128,331","88.1%","26.9%","121,217","89.0%","28.4%","246,924","90.4%","27.2%","129,081","83.4%","21.7%","","26.5%","13.3%","11.2%","4.1%","","33,174","21,070","28,354","31,678","45,849","57,112","","4.0%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","43,637","21.0%","36.7%","36.1%","6.3%","300,238","4.1%","8.4%","29.5%","23.1%","8.3%","17.9%","8.7%","87.5%","26.6%","63,879","86.8%","23.0%","60,308","87.8%","26.3%","119,828","89.2%","27.6%","56,223","84.3%","28.7%","","21.4%","10.8%","8.6%","3.5%","","40,876","24,949","32,659","39,943","58,442","81,691","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","42,910","13.9%","31.5%","45.8%","8.8%","325,315","3.5%","7.5%","29.7%","24.4%","8.9%","17.8%","8.1%","88.9%","25.9%","64,452","89.4%","30.8%","60,909","90.3%","30.6%","127,096","91.6%","26.7%","72,858","82.7%","16.4%","","31.8%","15.5%","13.5%","4.7%","","27,451","14,979","21,394","26,437","37,159","45,030","","(X)"
"Tupelo, MS Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","13,447","10.5%","36.7%","48.8%","4.0%","90,729","6.5%","13.0%","30.8%","21.0%","8.5%","13.2%","7.0%","80.5%","20.3%","17,145","87.7%","25.3%","17,454","87.1%","16.0%","35,589","78.8%","22.0%","20,541","71.7%","16.7%","","29.6%","17.3%","10.0%","6.2%","","30,363","21,767","23,502","30,926","37,647","51,218","","2.8%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","7,579","15.5%","37.9%","40.0%","6.5%","42,886","7.3%","14.5%","31.2%","20.5%","6.1%","13.4%","7.1%","78.2%","20.4%","8,324","84.2%","17.3%","8,512","80.8%","17.5%","17,213","77.2%","20.9%","8,837","72.0%","25.4%","","23.2%","12.2%","4.1%","4.8%","","35,150","22,993","30,400","36,535","51,883","69,795","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
