"Label","Population 18 to 24 years","Less than high school graduate","High school graduate (includes equivalency)","Some college or associate's degree","Bachelor's degree or higher","Population 25 years and over","Less than 9th grade","9th to 12th grade, no diploma","High school graduate (includes equivalency)","Some college, no degree","Associate's degree","Bachelor's degree","Graduate or professional degree","Percent high school graduate or higher","Percent bachelor's degree or higher","Population 25 to 34 years","High school graduate or higher","Bachelor's degree or higher","Population 35 to 44 years","High school graduate or higher","Bachelor's degree or higher","Population 45 to 64 years","High school graduate or higher","Bachelor's degree or higher","Population 65 years and over","High school graduate or higher","Bachelor's degree or higher","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2011 INFLATION-ADJUSTED DOLLARS)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2011 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2011 INFLATION-ADJUSTED DOLLARS)!!Less than high school graduate","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2011 INFLATION-ADJUSTED DOLLARS)!!High school graduate (includes equivalency)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2011 INFLATION-ADJUSTED DOLLARS)!!Some college or associate's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2011 INFLATION-ADJUSTED DOLLARS)!!Bachelor's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2011 INFLATION-ADJUSTED DOLLARS)!!Graduate or professional degree","PERCENT IMPUTED","PERCENT IMPUTED!!Educational attainment"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,745","48.1%","35.0%","16.0%","0.9%","24,964","10.5%","16.4%","39.6%","18.8%","4.8%","5.7%","4.3%","73.1%","10.0%","3,348","80.8%","9.9%","4,974","86.0%","8.8%","11,345","71.7%","10.8%","5,297","59.0%","9.4%","","31.2%","12.1%","8.0%","4.5%","","33,152","29,929","34,268","33,984","32,181","50,021","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,521","10.8%","35.0%","47.2%","7.0%","27,623","7.6%","15.5%","34.0%","19.9%","10.0%","10.0%","2.9%","76.9%","13.0%","3,391","83.1%","12.0%","4,032","94.0%","15.9%","12,208","81.2%","15.7%","7,992","59.0%","7.8%","","39.2%","17.2%","16.0%","3.7%","","22,760","14,886","19,988","24,203","33,379","42,486","","(X)"
"Rochester, MN Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","13,462","11.1%","25.2%","51.0%","12.7%","126,660","2.3%","4.3%","23.9%","20.9%","12.0%","21.8%","14.7%","93.4%","36.5%","27,878","91.3%","41.5%","22,910","95.0%","42.8%","50,752","96.1%","36.3%","25,120","88.5%","25.7%","","22.2%","7.7%","6.0%","2.4%","","40,274","21,685","29,333","34,879","51,472","62,003","","3.4%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,726","13.9%","32.2%","40.7%","13.2%","61,527","2.4%","5.4%","24.8%","19.2%","11.6%","20.0%","16.6%","92.2%","36.6%","13,781","90.0%","37.9%","11,344","94.4%","40.4%","25,179","94.6%","35.9%","11,223","87.3%","32.7%","","23.3%","5.2%","4.2%","2.8%","","46,781","25,670","35,280","40,565","65,543","73,412","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,736","8.4%","18.2%","61.2%","12.2%","65,133","2.2%","3.3%","23.1%","22.5%","12.4%","23.6%","12.9%","94.5%","36.5%","14,097","92.7%","45.1%","11,566","95.5%","45.2%","25,573","97.7%","36.7%","13,897","89.5%","20.0%","","21.0%","10.3%","7.4%","2.1%","","35,105","16,978","24,640","31,384","44,242","55,818","","(X)"
"Rochester, NY Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","115,535","12.9%","26.1%","51.3%","9.7%","707,117","3.5%","7.4%","27.6%","17.8%","12.0%","18.2%","13.5%","89.1%","31.7%","125,241","90.7%","39.0%","129,118","92.5%","38.0%","300,766","91.1%","31.0%","151,992","80.8%","21.7%","","31.9%","13.4%","9.8%","3.6%","","35,852","20,592","26,336","32,106","47,119","57,077","","4.2%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","59,331","15.5%","25.9%","50.9%","7.8%","335,425","3.1%","8.0%","27.7%","17.9%","10.8%","19.4%","13.1%","89.0%","32.5%","60,939","91.1%","36.6%","63,329","91.9%","36.2%","146,424","90.2%","31.1%","64,733","81.4%","28.3%","","28.4%","13.4%","8.1%","3.6%","","41,640","22,834","32,211","39,283","54,368","71,582","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","56,204","10.2%","26.4%","51.6%","11.8%","371,692","4.0%","6.9%","27.5%","17.6%","13.1%","17.0%","13.9%","89.2%","31.0%","64,302","90.4%","41.2%","65,789","93.1%","39.7%","154,342","92.0%","31.0%","87,259","80.3%","16.7%","","35.0%","13.3%","11.1%","3.7%","","29,199","15,618","21,220","25,936","40,324","51,081","","(X)"
"Rockford, IL Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","30,090","22.1%","35.2%","35.1%","7.7%","231,017","4.6%","9.0%","36.1%","23.2%","7.4%","12.5%","7.2%","86.4%","19.7%","42,093","87.0%","19.8%","44,752","87.8%","22.2%","95,291","89.2%","19.4%","48,881","79.0%","17.8%","","28.7%","16.6%","12.2%","4.7%","","31,117","19,880","26,205","30,839","48,215","63,677","","7.7%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","15,098","25.0%","40.3%","30.5%","4.2%","111,227","5.1%","9.5%","35.9%","23.2%","7.2%","11.5%","7.6%","85.4%","19.1%","20,848","84.5%","14.7%","22,434","84.8%","17.7%","47,033","88.4%","20.8%","20,912","80.1%","20.8%","","27.7%","15.2%","10.7%","2.2%","","39,872","25,714","32,295","41,784","60,950","81,630","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","14,992","19.2%","30.0%","39.6%","11.2%","119,790","4.2%","8.5%","36.3%","23.2%","7.5%","13.4%","6.9%","87.3%","20.3%","21,245","89.5%","24.8%","22,318","90.9%","26.6%","48,258","90.0%","18.1%","27,969","78.1%","15.5%","","29.7%","18.0%","13.6%","6.9%","","23,635","14,837","20,893","22,438","38,105","53,636","","(X)"
"Rocky Mount, NC Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","13,811","23.3%","34.8%","33.7%","8.3%","102,018","7.6%","10.7%","34.7%","22.0%","8.7%","11.9%","4.4%","81.7%","16.3%","16,842","87.1%","15.3%","18,880","87.5%","18.6%","44,088","83.4%","16.5%","22,208","69.4%","14.8%","","34.5%","15.2%","13.4%","6.4%","","26,920","18,126","21,276","26,522","44,453","49,961","","4.1%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,653","28.2%","37.1%","28.3%","6.4%","47,107","9.8%","12.5%","34.2%","20.2%","7.7%","11.9%","3.8%","77.8%","15.7%","8,274","82.7%","6.9%","8,982","83.1%","14.6%","20,788","77.0%","17.6%","9,063","69.8%","20.4%","","28.9%","11.4%","9.8%","4.0%","","31,381","18,584","28,873","29,649","55,567","60,872","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","7,158","18.6%","32.6%","38.7%","10.1%","54,911","5.8%","9.1%","35.1%","23.7%","9.5%","11.9%","5.0%","85.1%","16.8%","8,568","91.4%","23.4%","9,898","91.5%","22.3%","23,300","89.1%","15.5%","13,145","69.2%","10.9%","","41.8%","18.4%","15.9%","8.4%","","22,285","14,680","18,083","24,111","36,555","49,225","","(X)"
"Rome, GA Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","9,791","15.2%","35.2%","44.3%","5.2%","63,380","8.9%","12.9%","29.1%","21.7%","9.5%","9.2%","8.7%","78.2%","17.9%","11,679","78.8%","16.4%","13,264","82.0%","17.5%","23,966","80.4%","20.5%","14,471","70.7%","15.1%","","28.9%","16.4%","14.0%","8.5%","","25,946","16,898","24,406","26,732","33,972","59,938","","4.7%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,619","19.5%","42.2%","36.5%","1.8%","30,495","9.0%","13.3%","30.8%","19.0%","9.7%","9.8%","8.3%","77.7%","18.2%","5,920","72.9%","19.2%","6,867","84.1%","16.2%","11,663","75.3%","16.1%","6,045","79.9%","23.4%","","32.3%","8.8%","16.6%","5.4%","","26,681","16,460","26,510","27,774","37,058","74,639","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5,172","11.4%","29.0%","51.3%","8.3%","32,885","8.9%","12.5%","27.6%","24.1%","9.3%","8.6%","9.0%","78.6%","17.6%","5,759","84.8%","13.5%","6,397","79.7%","19.0%","12,303","85.1%","24.7%","8,426","64.1%","9.1%","","25.6%","23.9%","12.0%","11.6%","","25,252","17,633","21,630","26,352","26,947","47,227","","(X)"
"Roseburg, OR Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","7,944","31.5%","31.1%","37.3%","0.0%","77,977","3.9%","9.6%","31.6%","31.0%","8.8%","10.0%","5.1%","86.6%","15.1%","10,335","90.5%","19.4%","10,429","79.1%","10.2%","34,266","89.8%","16.0%","22,947","83.4%","14.1%","","24.8%","19.2%","11.5%","2.4%","","25,008","14,629","17,482","26,991","36,225","50,833","","3.9%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,323","40.9%","27.4%","31.7%","0.0%","37,762","4.7%","10.2%","30.3%","29.9%","8.5%","10.6%","5.8%","85.1%","16.4%","5,225","89.1%","14.4%","5,255","78.2%","11.6%","16,602","87.6%","16.1%","10,680","82.4%","20.1%","","19.6%","18.6%","9.0%","1.6%","","32,147","15,856","23,839","36,298","47,731","59,912","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,621","20.3%","35.6%","44.1%","0.0%","40,215","3.0%","9.0%","32.9%","32.0%","9.1%","9.4%","4.5%","88.0%","13.9%","5,110","91.9%","24.5%","5,174","80.1%","8.7%","17,664","91.8%","15.8%","12,267","84.2%","9.0%","","30.9%","19.8%","13.6%","3.3%","","20,762","10,394","13,034","23,529","26,552","48,626","","(X)"
"Roswell, NM Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","8,156","21.5%","32.5%","45.1%","0.9%","40,825","12.0%","10.6%","24.8%","26.1%","10.3%","10.2%","5.9%","77.3%","16.1%","8,999","86.6%","6.2%","6,418","70.5%","10.5%","16,076","77.6%","19.1%","9,332","72.7%","24.3%","","29.5%","22.2%","9.2%","1.4%","","28,755","23,879","27,996","26,897","45,967","44,397","","5.8%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,358","23.3%","40.7%","36.0%","0.0%","19,546","11.3%","14.7%","26.5%","23.5%","8.3%","10.9%","4.8%","74.0%","15.7%","4,827","80.5%","8.2%","3,003","60.2%","4.4%","7,103","73.9%","19.0%","4,613","76.3%","25.9%","","28.6%","16.5%","5.8%","0.7%","","31,250","28,369","32,556","28,504","55,296","52,621","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,798","19.4%","23.1%","55.5%","2.0%","21,279","12.7%","6.9%","23.3%","28.5%","12.1%","9.7%","6.8%","80.4%","16.5%","4,172","93.8%","4.0%","3,415","79.5%","15.9%","8,973","80.5%","19.2%","4,719","69.1%","22.8%","","30.6%","27.7%","11.6%","2.1%","","25,568","15,651","18,026","25,851","42,364","36,582","","(X)"
"Russellville, AR Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","10,055","22.7%","28.0%","46.2%","3.1%","55,403","9.0%","13.4%","36.4%","20.6%","3.5%","11.0%","6.1%","77.6%","17.1%","10,732","66.8%","14.8%","9,496","87.0%","18.4%","22,767","83.0%","18.4%","12,408","70.0%","15.7%","","29.3%","19.6%","11.5%","4.4%","","26,646","22,480","25,536","26,814","36,325","44,104","","3.8%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5,459","31.2%","34.0%","32.4%","2.4%","27,391","9.3%","16.3%","36.2%","20.3%","2.7%","8.7%","6.5%","74.4%","15.2%","5,747","64.0%","9.7%","4,860","82.9%","16.7%","11,300","78.3%","14.7%","5,484","69.6%","20.7%","","30.0%","15.1%","8.1%","0.0%","","31,554","24,216","29,664","31,736","55,061","37,406","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,596","12.7%","20.8%","62.6%","3.9%","28,012","8.7%","10.5%","36.6%","20.9%","4.4%","13.3%","5.6%","80.8%","18.9%","4,985","70.0%","20.6%","4,636","91.3%","20.1%","11,467","87.6%","21.9%","6,924","70.4%","11.9%","","28.4%","24.1%","14.5%","7.9%","","23,269","17,218","18,855","24,454","25,102","44,170","","(X)"
"Sacramento--Arden-Arcade--Roseville, CA Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","227,810","13.1%","28.3%","51.4%","7.2%","1,415,833","5.9%","6.3%","21.2%","27.0%","9.5%","19.4%","10.7%","87.7%","30.1%","293,062","88.7%","26.3%","284,237","88.3%","35.4%","569,274","89.2%","31.3%","269,260","83.0%","26.1%","","28.4%","16.4%","10.9%","4.5%","","37,185","18,241","26,858","34,381","55,290","71,600","","4.5%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","115,017","16.8%","29.2%","49.1%","4.9%","679,965","5.8%","6.4%","21.7%","26.7%","8.8%","19.3%","11.3%","87.7%","30.5%","146,483","88.0%","22.4%","140,381","86.4%","33.2%","275,292","89.3%","32.1%","117,809","85.3%","33.9%","","25.5%","17.2%","9.8%","4.1%","","41,947","20,393","30,183","40,720","64,358","81,316","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","112,793","9.4%","27.3%","53.8%","9.5%","735,868","6.0%","6.3%","20.7%","27.2%","10.1%","19.5%","10.2%","87.7%","29.7%","146,579","89.3%","30.3%","143,856","90.1%","37.5%","293,982","89.1%","30.5%","151,451","81.2%","20.0%","","31.0%","15.7%","12.0%","4.8%","","33,528","15,259","24,068","30,744","47,170","62,278","","(X)"
"Saginaw-Saginaw Township North, MI Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","20,922","19.1%","27.1%","48.1%","5.6%","132,293","2.9%","10.0%","34.5%","23.9%","8.9%","13.8%","6.1%","87.1%","19.9%","22,528","89.6%","25.9%","23,548","92.0%","29.1%","55,327","89.4%","16.9%","30,890","77.4%","13.6%","","29.7%","15.1%","11.7%","5.1%","","27,736","12,253","22,043","26,523","43,009","65,487","","5.9%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","10,359","24.2%","32.9%","38.9%","3.9%","62,574","3.1%","10.8%","36.5%","23.8%","7.0%","12.2%","6.6%","86.1%","18.8%","11,280","86.9%","20.8%","11,444","93.8%","27.2%","26,626","87.3%","15.8%","13,224","76.4%","15.8%","","28.2%","11.7%","11.2%","4.9%","","32,181","10,652","27,973","30,650","47,423","71,435","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","10,563","14.1%","21.5%","57.2%","7.3%","69,719","2.7%","9.3%","32.7%","23.9%","10.6%","15.2%","5.6%","87.9%","20.8%","11,248","92.3%","31.1%","12,104","90.2%","30.9%","28,701","91.3%","18.0%","17,666","78.1%","11.9%","","31.3%","18.4%","12.0%","5.3%","","23,452","12,995","17,712","22,300","39,056","60,178","","(X)"
"St. Cloud, MN Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","28,944","10.2%","13.9%","68.1%","7.8%","116,953","4.7%","4.4%","32.0%","23.7%","11.5%","16.4%","7.3%","90.9%","23.7%","25,756","92.6%","27.4%","21,220","97.6%","30.7%","46,619","94.5%","22.1%","23,358","75.9%","16.6%","","27.0%","7.8%","9.2%","3.2%","","35,527","20,565","33,369","33,193","40,515","52,218","","5.3%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","14,696","8.0%","17.9%","72.8%","1.3%","58,325","4.5%","4.6%","33.2%","23.9%","10.5%","16.3%","6.9%","90.9%","23.3%","13,481","93.6%","24.5%","10,579","97.7%","29.9%","23,756","91.9%","20.2%","10,509","78.3%","22.0%","","22.9%","7.2%","8.7%","2.9%","","40,922","25,143","40,075","41,378","42,106","51,892","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","14,248","12.5%","9.7%","63.3%","14.5%","58,628","4.9%","4.1%","30.9%","23.4%","12.4%","16.4%","7.7%","91.0%","24.2%","12,275","91.5%","30.5%","10,641","97.5%","31.5%","22,863","97.2%","24.1%","12,849","73.9%","12.2%","","31.1%","8.5%","9.8%","3.5%","","30,814","15,311","22,126","27,730","38,864","52,366","","(X)"
"St. George, UT Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","13,258","15.7%","34.2%","46.0%","4.1%","85,621","3.1%","5.4%","24.9%","31.2%","9.2%","17.7%","8.5%","91.5%","26.3%","17,718","91.8%","23.5%","14,671","82.2%","27.6%","27,732","94.9%","29.6%","25,500","93.0%","23.8%","","19.3%","12.8%","8.4%","3.2%","","26,368","27,844","19,696","22,924","40,381","58,935","","4.4%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,264","21.1%","29.4%","44.5%","5.1%","41,661","3.9%","6.6%","18.8%","33.7%","8.0%","16.5%","12.6%","89.5%","29.1%","8,898","90.3%","22.4%","7,611","73.9%","31.1%","12,779","93.9%","29.2%","12,373","94.1%","32.5%","","21.3%","8.6%","5.1%","1.8%","","35,540","32,229","35,917","27,279","51,369","73,961","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,994","10.9%","38.4%","47.4%","3.3%","43,960","2.4%","4.3%","30.7%","28.8%","10.3%","18.9%","4.7%","93.4%","23.7%","8,820","93.2%","24.6%","7,060","91.2%","23.8%","14,953","95.8%","30.0%","13,127","91.9%","15.7%","","16.2%","15.3%","11.7%","4.8%","","20,591","20,705","13,921","18,685","36,982","26,438","","(X)"
"St. Joseph, MO-KS Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","13,053","18.2%","29.2%","45.5%","7.1%","86,162","3.4%","9.6%","39.2%","24.5%","6.1%","11.0%","6.2%","87.0%","17.2%","16,752","82.2%","18.1%","16,924","89.2%","18.8%","33,921","91.5%","17.8%","18,565","81.2%","14.0%","","25.8%","16.3%","10.5%","3.7%","","27,242","19,136","22,427","26,704","36,179","49,277","","5.6%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,331","22.0%","27.8%","46.6%","3.5%","44,247","3.8%","10.3%","41.7%","22.6%","6.1%","9.5%","6.0%","85.9%","15.5%","8,926","80.6%","13.9%","10,241","86.0%","15.9%","17,272","91.3%","16.1%","7,808","80.0%","15.7%","","29.7%","20.6%","12.9%","4.8%","","31,821","20,982","29,390","31,027","43,894","56,058","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,722","14.6%","30.4%","44.5%","10.5%","41,915","3.0%","8.9%","36.6%","26.4%","6.1%","12.6%","6.4%","88.1%","19.0%","7,826","83.9%","22.9%","6,683","94.1%","23.3%","16,649","91.7%","19.5%","10,757","82.0%","12.8%","","21.6%","11.6%","8.4%","2.8%","","24,739","17,550","20,502","25,097","33,605","41,852","","(X)"
"St. Louis, MO-IL Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","256,999","14.4%","29.4%","46.0%","10.2%","1,894,850","3.2%","6.7%","27.8%","23.3%","8.3%","18.8%","11.9%","90.1%","30.7%","374,004","92.8%","35.9%","355,679","92.3%","36.5%","783,019","92.1%","30.1%","382,148","81.1%","21.4%","","24.6%","13.8%","10.2%","3.7%","","35,982","17,498","27,696","31,934","48,648","61,499","","3.9%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","128,575","16.6%","34.5%","41.8%","7.1%","894,761","3.1%","6.7%","28.2%","22.4%","8.0%","19.5%","12.1%","90.2%","31.6%","184,240","92.2%","32.4%","172,392","92.2%","34.4%","377,788","91.4%","31.0%","160,341","83.0%","28.9%","","19.5%","11.3%","7.7%","3.2%","","42,495","21,523","34,674","38,931","61,209","80,865","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","128,424","12.1%","24.4%","50.1%","13.4%","1,000,089","3.4%","6.7%","27.4%","24.1%","8.5%","18.3%","11.6%","89.9%","29.9%","189,764","93.4%","39.3%","183,287","92.5%","38.5%","405,231","92.7%","29.2%","221,807","79.8%","16.0%","","29.1%","16.0%","12.4%","4.3%","","30,115","15,089","22,802","27,461","39,443","51,158","","(X)"
"Salem, OR Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","40,337","16.1%","34.1%","44.3%","5.4%","252,616","7.7%","8.1%","27.3%","26.1%","8.6%","14.0%","8.2%","84.2%","22.2%","50,944","81.1%","16.6%","49,819","76.2%","20.6%","98,462","88.5%","25.0%","53,391","86.9%","23.9%","","30.6%","16.6%","11.5%","3.6%","","28,778","18,151","21,737","30,009","42,332","59,564","","3.8%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","19,919","17.4%","41.0%","38.2%","3.4%","122,808","8.4%","9.2%","26.8%","25.3%","7.7%","13.8%","8.8%","82.5%","22.6%","25,953","76.8%","13.7%","25,573","74.1%","18.0%","47,912","88.1%","25.2%","23,370","86.5%","32.3%","","23.2%","14.4%","10.7%","2.9%","","32,427","21,806","29,565","32,758","50,582","65,096","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","20,418","14.9%","27.3%","50.3%","7.5%","129,808","7.0%","7.0%","27.8%","26.8%","9.5%","14.1%","7.7%","85.9%","21.8%","24,991","85.6%","19.5%","24,246","78.4%","23.3%","50,550","88.9%","24.8%","30,021","87.1%","17.3%","","39.1%","18.6%","12.1%","4.3%","","24,101","12,300","16,007","26,005","31,824","50,967","","(X)"
"Salinas, CA Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","46,747","24.4%","24.4%","46.7%","4.5%","262,123","21.1%","10.1%","20.2%","18.5%","7.3%","14.3%","8.5%","68.9%","22.8%","63,307","67.4%","18.5%","55,326","60.6%","18.1%","97,905","71.3%","24.3%","45,585","75.8%","31.4%","","22.0%","15.9%","7.7%","4.7%","","26,317","15,800","23,589","35,454","51,095","66,561","","5.7%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
