"Label","Population 18 to 24 years","Less than high school graduate","High school graduate (includes equivalency)","Some college or associate's degree","Bachelor's degree or higher","Population 25 years and over","Less than 9th grade","9th to 12th grade, no diploma","High school graduate (includes equivalency)","Some college, no degree","Associate's degree","Bachelor's degree","Graduate or professional degree","Percent high school graduate or higher","Percent bachelor's degree or higher","Population 25 to 34 years","High school graduate or higher","Bachelor's degree or higher","Population 35 to 44 years","High school graduate or higher","Bachelor's degree or higher","Population 45 to 64 years","High school graduate or higher","Bachelor's degree or higher","Population 65 years and over","High school graduate or higher","Bachelor's degree or higher","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!Less than high school graduate","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!High school graduate (includes equivalency)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!Some college or associate's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!Bachelor's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!Graduate or professional degree","PERCENT IMPUTED","PERCENT IMPUTED!!Educational attainment"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,991","38.2%","47.4%","14.5%","0.0%","41,617","5.8%","10.2%","32.1%","20.4%","5.9%","15.9%","9.7%","84.0%","25.6%","3,513","68.7%","7.2%","5,447","77.7%","8.7%","12,395","87.2%","26.3%","20,262","86.3%","32.9%","","16.7%","9.7%","7.9%","1.7%","","20,343","14,292","23,887","25,796","16,136","11,283","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","1,372","23.8%","60.6%","11.5%","4.2%","40,533","2.0%","6.8%","38.3%","25.3%","7.0%","12.8%","7.9%","91.3%","20.7%","3,036","89.9%","12.1%","2,509","83.4%","11.2%","14,644","94.1%","26.2%","20,344","90.4%","19.2%","","23.9%","7.8%","12.6%","2.5%","","18,251","14,966","19,070","15,479","31,109","33,704","","(X)"
"Thomasville-Lexington, NC Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","11,899","22.7%","35.9%","36.1%","5.3%","112,137","6.1%","13.2%","34.9%","20.0%","9.1%","12.8%","3.9%","80.7%","16.7%","18,222","81.1%","15.7%","23,627","87.4%","21.8%","47,134","82.0%","17.9%","23,154","71.2%","9.8%","","28.8%","17.1%","7.1%","3.6%","","30,116","12,734","25,782","30,877","39,449","55,414","","3.6%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,079","26.8%","38.9%","34.3%","0.0%","53,829","7.8%","15.9%","33.1%","20.3%","8.2%","11.5%","3.3%","76.4%","14.8%","9,182","76.3%","9.5%","11,588","81.3%","15.5%","22,790","79.0%","17.0%","10,269","64.9%","13.8%","","23.3%","13.7%","9.3%","2.2%","","31,625","15,284","30,711","32,276","44,322","73,429","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5,820","18.5%","32.7%","37.9%","10.8%","58,308","4.5%","10.8%","36.6%","19.8%","10.0%","13.9%","4.5%","84.8%","18.5%","9,040","85.9%","22.1%","12,039","93.3%","27.9%","24,344","84.7%","18.7%","12,885","76.2%","6.6%","","37.2%","19.9%","5.2%","4.6%","","27,555","7,895","21,006","30,053","37,033","45,716","","(X)"
"Toledo, OH Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","73,625","13.9%","27.9%","51.0%","7.1%","424,843","2.7%","7.9%","33.7%","22.7%","8.7%","15.7%","8.6%","89.4%","24.3%","79,785","92.9%","32.2%","79,304","90.8%","25.3%","178,487","91.1%","23.8%","87,267","81.4%","17.2%","","28.9%","13.7%","11.7%","4.0%","","30,934","16,715","25,053","28,951","42,462","59,565","","3.1%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","36,422","15.5%","31.4%","47.7%","5.4%","201,652","3.0%","8.6%","34.6%","22.5%","6.4%","16.0%","9.0%","88.5%","25.0%","40,065","91.0%","31.0%","38,721","88.0%","23.0%","86,654","90.0%","24.3%","36,212","82.6%","21.9%","","26.5%","12.3%","7.5%","3.1%","","38,554","21,062","31,214","37,477","52,362","71,789","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","37,203","12.4%","24.5%","54.3%","8.8%","223,191","2.4%","7.4%","32.8%","22.9%","10.8%","15.4%","8.3%","90.2%","23.7%","39,720","94.8%","33.5%","40,583","93.5%","27.4%","91,833","92.2%","23.4%","51,055","80.6%","13.8%","","31.5%","15.1%","15.0%","4.8%","","25,200","10,748","20,282","23,926","33,214","51,962","","(X)"
"Topeka, KS Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","19,524","15.6%","32.7%","39.6%","12.1%","156,583","3.1%","5.6%","33.8%","23.5%","6.7%","17.3%","9.9%","91.3%","27.3%","28,773","93.4%","31.2%","27,916","91.2%","30.8%","64,024","91.9%","29.2%","35,870","88.6%","18.0%","","20.7%","13.5%","10.7%","4.6%","","31,063","17,962","25,294","29,023","40,788","50,499","","3.1%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","9,542","14.6%","32.1%","40.0%","13.3%","74,630","3.0%","6.4%","34.1%","22.3%","7.4%","17.1%","9.7%","90.6%","26.8%","14,862","93.7%","24.3%","12,748","88.3%","28.6%","31,020","91.3%","29.7%","16,000","88.1%","21.9%","","20.5%","10.0%","7.4%","3.6%","","36,593","20,468","30,743","33,765","49,713","51,149","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","9,982","16.6%","33.3%","39.3%","10.9%","81,953","3.2%","4.9%","33.6%","24.5%","6.1%","17.5%","10.2%","91.9%","27.8%","13,911","93.0%","38.6%","15,168","93.6%","32.5%","33,004","92.5%","28.7%","19,870","88.9%","14.9%","","21.0%","16.7%","13.6%","5.5%","","26,793","12,022","18,769","24,740","35,006","49,947","","(X)"
"Torrington, CT Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","12,918","12.5%","38.3%","37.1%","12.1%","136,188","2.6%","6.0%","30.4%","18.1%","9.0%","21.4%","12.4%","91.4%","33.8%","18,524","93.4%","43.3%","24,950","95.7%","31.9%","62,243","94.4%","34.9%","30,471","80.3%","27.4%","","15.1%","5.4%","7.0%","1.5%","","42,006","32,152","34,952","41,920","48,607","65,534","","3.3%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,791","14.5%","43.7%","32.1%","9.7%","65,013","2.9%","5.9%","33.2%","18.2%","7.1%","20.7%","11.8%","91.1%","32.5%","9,000","91.1%","33.6%","12,009","94.2%","25.0%","30,738","93.5%","34.3%","13,266","82.9%","34.6%","","12.3%","5.5%","4.4%","1.5%","","51,997","46,393","42,420","50,524","70,623","77,296","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,127","10.3%","32.2%","42.7%","14.8%","71,175","2.4%","6.1%","27.8%","18.0%","10.8%","22.0%","12.9%","91.6%","34.9%","9,524","95.6%","52.5%","12,941","97.2%","38.3%","31,505","95.3%","35.4%","17,205","78.4%","21.8%","","17.9%","5.4%","9.1%","1.5%","","33,487","21,788","25,227","34,215","36,894","55,652","","(X)"
"Traverse City, MI Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","10,612","22.6%","32.8%","40.2%","4.4%","104,292","1.5%","7.2%","31.0%","23.4%","8.8%","16.9%","11.2%","91.3%","28.1%","16,319","88.2%","24.9%","18,009","90.9%","26.4%","45,416","94.1%","27.6%","24,548","88.5%","32.2%","","24.1%","10.9%","9.9%","4.6%","","26,200","16,649","21,207","25,172","40,827","51,901","","4.0%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5,568","24.0%","43.2%","30.0%","2.8%","50,857","2.1%","7.7%","31.9%","22.2%","7.2%","17.1%","11.8%","90.2%","28.9%","8,422","85.3%","17.5%","9,051","92.2%","27.4%","22,342","92.7%","27.0%","11,042","87.4%","42.8%","","21.4%","11.2%","9.3%","2.5%","","31,181","22,234","23,805","26,939","57,647","64,658","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5,044","21.0%","21.3%","51.5%","6.2%","53,435","0.9%","6.7%","30.1%","24.7%","10.4%","16.7%","10.6%","92.4%","27.3%","7,897","91.2%","32.8%","8,958","89.7%","25.5%","23,074","95.6%","28.3%","13,506","89.3%","23.4%","","27.3%","10.6%","10.3%","6.6%","","22,882","13,438","19,150","23,424","25,030","46,782","","(X)"
"Trenton-Ewing, NJ Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","40,286","11.2%","30.1%","50.9%","7.8%","243,630","6.2%","6.3%","27.2%","16.4%","5.4%","20.6%","17.9%","87.5%","38.5%","46,501","87.3%","40.0%","51,811","89.2%","40.6%","98,736","90.3%","41.2%","46,582","79.9%","28.9%","","20.8%","13.2%","8.4%","3.0%","","42,290","18,475","28,254","40,376","60,162","85,795","","5.0%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","20,264","13.4%","31.0%","50.0%","5.7%","116,617","5.8%","7.0%","26.8%","14.6%","5.0%","20.2%","20.7%","87.3%","40.9%","23,754","85.8%","37.4%","25,950","88.1%","38.3%","47,720","89.4%","45.8%","19,193","82.9%","36.9%","","16.2%","11.2%","7.0%","3.6%","","48,750","20,171","32,696","47,374","70,032","101,161","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","20,022","9.0%","29.2%","51.9%","9.9%","127,013","6.6%","5.8%","27.5%","18.0%","5.9%","21.0%","15.2%","87.7%","36.3%","22,747","88.8%","42.6%","25,861","90.3%","42.9%","51,016","91.1%","37.0%","27,389","77.8%","23.4%","","24.7%","15.0%","9.5%","2.4%","","37,674","14,866","26,399","34,362","51,133","70,117","","(X)"
"Truckee-Grass Valley, CA Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,574","12.3%","50.6%","29.7%","7.5%","72,964","1.9%","3.7%","22.3%","30.8%","10.1%","22.0%","9.2%","94.5%","31.3%","9,389","92.1%","35.6%","10,847","92.4%","33.4%","33,929","97.0%","32.0%","18,799","92.4%","26.6%","","30.3%","13.6%","6.3%","8.0%","","31,806","17,529","26,858","29,738","35,882","50,208","","3.0%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,624","17.1%","51.5%","26.5%","4.9%","35,538","1.4%","3.3%","24.7%","29.4%","8.1%","22.9%","10.1%","95.3%","33.1%","5,304","90.6%","36.4%","5,207","92.0%","34.1%","16,347","98.0%","31.4%","8,680","95.0%","33.4%","","33.9%","11.0%","5.9%","6.0%","","36,324","20,154","40,847","31,571","35,460","76,645","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","2,950","6.4%","49.5%","33.5%","10.6%","37,426","2.3%","4.0%","20.1%","32.1%","12.1%","21.2%","8.4%","93.8%","29.6%","4,085","94.0%","34.5%","5,640","92.9%","32.9%","17,582","96.0%","32.5%","10,119","90.2%","20.7%","","27.3%","16.5%","6.6%","10.1%","","28,287","12,803","25,186","27,891","37,199","39,310","","(X)"
"Tucson, AZ Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","107,747","16.6%","26.3%","49.5%","7.6%","649,176","5.5%","7.5%","22.8%","26.7%","7.5%","17.6%","12.4%","87.0%","30.0%","125,796","87.4%","26.6%","116,443","86.1%","28.1%","254,654","88.7%","31.6%","152,283","84.5%","31.4%","","31.7%","15.2%","12.2%","4.5%","","30,562","16,881","23,479","28,976","41,748","51,640","","5.1%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","54,710","20.6%","28.6%","44.0%","6.9%","312,794","5.7%","7.8%","21.9%","26.7%","6.9%","18.0%","13.0%","86.5%","31.0%","63,372","86.3%","24.1%","58,840","85.0%","26.9%","122,365","88.3%","32.3%","68,217","84.8%","38.4%","","29.4%","14.2%","11.6%","3.8%","","35,567","20,598","26,494","35,207","52,060","61,787","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","53,037","12.4%","23.9%","55.3%","8.3%","336,382","5.3%","7.2%","23.6%","26.7%","8.1%","17.2%","11.8%","87.5%","29.0%","62,424","88.5%","29.2%","57,603","87.1%","29.4%","132,289","89.1%","30.9%","84,066","84.3%","25.7%","","33.9%","16.0%","12.7%","5.2%","","25,405","13,295","21,504","23,641","33,861","46,729","","(X)"
"Tullahoma, TN Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","9,667","18.2%","49.4%","28.0%","4.3%","66,558","11.7%","10.0%","34.9%","20.9%","5.2%","9.2%","8.2%","78.4%","17.4%","9,941","87.2%","22.9%","12,908","81.4%","14.7%","26,822","81.3%","18.5%","16,887","66.2%","14.4%","","23.0%","12.6%","12.7%","5.4%","","26,268","21,563","22,433","27,726","35,818","46,957","","4.5%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,534","22.1%","51.5%","20.6%","5.8%","31,617","12.7%","11.2%","33.9%","20.5%","5.5%","9.0%","7.3%","76.1%","16.3%","4,809","82.5%","20.5%","6,373","79.6%","12.1%","12,918","77.2%","15.0%","7,517","67.4%","19.4%","","18.2%","7.9%","14.2%","8.0%","","30,815","23,368","30,306","32,353","39,867","56,563","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5,133","14.8%","47.6%","34.6%","3.0%","34,941","10.8%","8.9%","35.8%","21.3%","4.8%","9.5%","8.9%","80.4%","18.4%","5,132","91.6%","25.2%","6,535","83.1%","17.2%","13,904","85.1%","21.8%","9,370","65.3%","10.5%","","28.3%","16.7%","11.4%","3.4%","","21,732","12,276","15,078","24,681","30,950","39,906","","(X)"
"Tulsa, OK Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","85,898","18.9%","34.1%","41.2%","5.8%","615,291","3.5%","8.6%","30.4%","24.7%","8.0%","17.2%","7.5%","87.9%","24.8%","125,559","87.9%","23.5%","122,557","90.1%","28.2%","245,486","90.6%","26.7%","121,689","79.9%","18.9%","","25.1%","14.5%","10.6%","3.8%","","31,571","18,925","23,847","30,912","41,941","51,795","","4.1%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","43,418","22.1%","36.8%","35.5%","5.6%","295,082","3.9%","8.9%","30.2%","23.8%","7.5%","17.7%","8.1%","87.2%","25.8%","63,292","85.8%","19.7%","61,119","89.8%","28.1%","118,434","89.9%","27.8%","52,237","79.7%","25.7%","","22.8%","13.9%","7.4%","4.0%","","37,437","22,011","30,859","37,342","54,794","72,481","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","42,480","15.7%","31.4%","47.0%","6.0%","320,209","3.3%","8.3%","30.7%","25.5%","8.4%","16.8%","7.1%","88.5%","23.8%","62,267","90.1%","27.3%","61,438","90.5%","28.2%","127,052","91.2%","25.6%","69,452","80.1%","13.7%","","27.5%","15.0%","13.3%","3.6%","","25,459","15,483","19,763","24,634","36,725","42,161","","(X)"
"Tupelo, MS Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","12,262","19.7%","27.4%","48.6%","4.2%","90,506","7.8%","13.6%","32.3%","20.4%","9.4%","10.7%","5.8%","78.6%","16.5%","16,501","84.6%","18.0%","19,979","84.1%","18.5%","35,152","79.8%","15.8%","18,874","65.6%","14.5%","","29.0%","16.5%","9.8%","4.0%","","29,584","17,382","26,150","31,606","38,253","50,705","","3.7%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5,696","15.8%","39.7%","41.5%","3.0%","41,704","9.0%","12.8%","32.0%","21.1%","7.9%","10.2%","7.0%","78.2%","17.2%","8,189","87.4%","16.9%","9,536","79.9%","16.1%","16,715","75.3%","17.8%","7,264","72.2%","17.7%","","20.0%","16.0%","9.3%","4.0%","","31,816","19,409","29,130","37,261","50,956","56,803","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","6,566","23.1%","16.8%","54.8%","5.3%","48,802","6.8%","14.2%","32.5%","19.8%","10.7%","11.1%","4.8%","79.0%","15.9%","8,312","81.9%","19.0%","10,443","87.8%","20.6%","18,437","83.9%","14.0%","11,610","61.4%","12.5%","","37.2%","16.9%","10.3%","4.0%","","24,521","15,971","21,216","26,255","29,692","41,867","","(X)"
"Tuscaloosa, AL Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","40,266","17.1%","28.8%","46.9%","7.2%","131,408","4.4%","10.2%","31.2%","22.8%","6.3%","14.8%","10.3%","85.4%","25.1%","28,461","87.1%","26.1%","24,314","92.2%","31.8%","52,927","87.9%","22.9%","25,706","72.1%","22.1%","","31.8%","13.8%","9.7%","5.2%","","32,190","20,475","26,026","31,574","40,391","47,111","","5.0%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","20,288","20.9%","34.7%","38.2%","6.1%","62,675","4.9%","11.8%","34.3%","23.5%","5.4%","12.0%","8.1%","83.3%","20.1%","14,080","82.6%","13.9%","11,660","92.0%","27.9%","25,699","84.0%","18.8%","11,236","73.5%","22.6%","","29.6%","11.8%","6.3%","3.4%","","40,441","22,325","34,309","45,078","57,114","55,758","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","19,978","13.2%","22.8%","55.7%","8.3%","68,733","3.8%","8.8%","28.4%","22.2%","7.1%","17.4%","12.3%","87.4%","29.7%","14,381","91.4%","38.1%","12,654","92.4%","35.4%","27,228","91.7%","26.8%","14,470","71.1%","21.8%","","34.3%","16.0%","12.7%","6.4%","","27,177","18,518","19,517","25,994","35,645","44,619","","(X)"
"Twin Falls, ID Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","9,241","24.9%","37.0%","36.3%","1.7%","62,606","8.8%","10.0%","29.7%","27.4%","7.6%","11.9%","4.5%","81.2%","16.5%","14,402","79.8%","16.8%","11,862","76.1%","15.8%","23,241","85.3%","19.3%","13,101","80.1%","11.8%","","24.6%","12.0%","11.6%","5.9%","","26,517","20,788","25,085","24,515","41,561","53,762","","3.6%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,226","28.6%","43.1%","25.7%","2.6%","30,156","9.8%","10.7%","31.0%","23.4%","7.8%","11.9%","5.4%","79.6%","17.3%","7,203","78.9%","16.3%","6,277","74.0%","16.0%","11,020","83.4%","20.2%","5,656","79.2%","14.6%","","19.1%","11.8%","10.4%","7.4%","","30,694","27,922","29,741","28,323","50,068","75,217","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","5,015","21.8%","31.9%","45.3%","0.9%","32,450","8.0%","9.3%","28.4%","31.2%","7.4%","12.0%","3.7%","82.7%","15.7%","7,199","80.8%","17.3%","5,585","78.4%","15.5%","12,221","87.0%","18.4%","7,445","80.8%","9.7%","","30.6%","12.2%","12.4%","4.4%","","21,931","12,154","20,971","21,168","34,748","51,028","","(X)"
"Tyler, TX Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","22,635","21.5%","30.0%","42.7%","5.8%","133,641","6.4%","8.4%","25.0%","26.2%","9.2%","17.5%","7.3%","85.3%","24.9%","27,032","87.6%","19.4%","25,411","90.9%","25.4%","50,831","82.4%","28.1%","30,367","83.2%","24.0%","","20.8%","13.6%","11.6%","1.4%","","30,917","19,847","22,680","29,463","47,254","56,579","","3.6%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","10,773","21.2%","30.6%","42.5%","5.7%","62,679","7.5%","8.9%","23.5%","25.0%","8.5%","19.5%","7.1%","83.6%","26.6%","13,277","86.5%","17.7%","12,357","86.0%","24.1%","24,037","81.7%","29.6%","13,008","82.0%","32.4%","","15.1%","17.8%","10.0%","0.8%","","37,061","26,043","23,401","37,154","59,357","83,065","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","11,862","21.8%","29.5%","42.8%","5.9%","70,962","5.4%","7.9%","26.2%","27.3%","9.8%","15.8%","7.5%","86.7%","23.4%","13,755","88.7%","21.1%","13,054","95.5%","26.6%","26,794","83.1%","26.7%","17,359","84.1%","17.6%","","27.2%","10.3%","12.9%","2.0%","","25,563","10,694","21,993","25,273","40,424","46,577","","(X)"
"Ukiah, CA Micro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","8,832","28.7%","32.1%","37.7%","1.5%","59,194","8.7%","7.2%","25.8%","27.8%","8.2%","13.1%","9.1%","84.1%","22.3%","9,399","87.1%","24.0%","9,750","73.1%","15.6%","26,559","89.0%","22.6%","13,486","80.0%","25.4%","","31.1%","15.6%","14.1%","12.2%","","25,172","18,706","26,002","26,620","30,135","44,875","","5.0%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","4,971","38.9%","33.7%","27.5%","0.0%","28,701","9.1%","7.7%","27.8%","28.5%","4.7%","13.4%","9.0%","83.2%","22.3%","4,544","85.1%","25.6%","5,355","70.3%","12.3%","12,808","85.4%","22.9%","5,994","88.8%","27.7%","","32.6%","8.7%","9.4%","14.8%","","28,672","20,700","30,224","37,912","24,748","46,352","","(X)"
"    BOXHEAD#HC03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","3,861","15.6%","30.2%","50.9%","3.3%","30,493","8.4%","6.8%","23.9%","27.2%","11.5%","12.9%","9.3%","84.8%","22.2%","4,855","89.0%","22.5%","4,395","76.5%","19.7%","13,751","92.4%","22.3%","7,492","73.0%","23.5%","","29.6%","23.0%","17.6%","9.8%","","23,109","8,204","21,277","23,392","31,008","25,395","","(X)"
"Utica-Rome, NY Metro Area","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    BOXHEAD#HC01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","28,039","15.5%","28.1%","49.3%","7.1%","205,552","5.7%","7.9%","33.2%","20.1%","11.8%","12.6%","8.7%","86.4%","21.3%","34,346","87.5%","25.0%","37,349","88.1%","22.6%","84,763","89.8%","23.5%","49,094","78.5%","14.1%","","24.6%","14.8%","7.4%","3.5%","","32,833","18,954","27,540","32,473","44,254","52,556","","4.0%"
"    BOXHEAD#HC02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
