"id","state_abbr","year","offense_code","offense_name","agencies","population","total_male","total_female","m_18","m_19","m_20","m_21","m_22","m_23","m_24","m_25_29","m_30_34","m_35_39","m_40_44","m_45_49","m_50_54","m_55_59","m_60_64","m_65p","f_18","f_19","f_20","f_21","f_22","f_23","f_24","f_25_29","f_30_34","f_35_39","f_40_44","f_45_49","f_50_54","f_55_59","f_60_64","f_65p","race_agencies","race_population","white","black","asian_pacific_islander","american_indian"
748,,2006,"ASR_PRS","Prostitution and Commercialized Vice",11745,228414560,21844,39143,362,471,630,619,702,742,723,3606,3069,3062,2645,2098,1409,821,439,446,1592,1716,1695,1605,1552,1414,1332,5609,5324,6454,5902,3351,1203,278,82,34,11360,228003319,34905,23738,1652,564
749,,2006,"ASR_ROB","Robbery",11745,228414560,61187,8309,7429,6201,4947,4167,3345,2969,2642,9378,5909,5343,4377,2659,1183,435,126,77,713,636,557,456,400,382,356,1480,981,915,772,406,167,45,30,13,11360,228003319,32388,35922,567,508
750,,2006,"ASR_RPE","Rape",11745,228414560,15103,183,886,916,781,764,657,644,563,2446,1874,1867,1444,1077,575,308,144,157,8,9,9,7,6,11,9,35,38,28,16,3,2,1,,1,11360,228003319,9950,4906,183,176
751,,2006,"ASR_SEX","Sex Offenses",11745,228414560,48542,4432,2188,2166,2013,1932,1710,1639,1525,6398,5402,5858,5600,4415,3148,1930,1161,1457,315,282,273,257,216,178,171,669,505,544,493,306,132,63,16,12,11360,228003319,38997,12586,659,571
752,,2006,"ASR_STP","Stolen Property",11745,228414560,61437,15129,4837,4243,3811,3333,2905,2820,2632,10405,7284,6758,5710,3725,1828,698,281,167,841,861,814,810,731,739,688,2943,2072,1910,1443,806,307,109,43,12,11360,228003319,50801,24330,695,558
753,,2006,"ASR_SUS","Suspicion",11745,228414560,1103,311,85,86,46,59,65,52,53,163,109,122,105,84,35,21,6,12,24,24,18,16,12,17,15,52,28,37,33,20,10,3,,2,11360,228003319,810,551,10,41
754,,2006,"ASR_VAG","Vagrancy",11745,228414560,18943,5057,873,664,617,544,487,444,461,2051,1666,2256,2693,2900,1883,884,344,176,161,122,137,98,96,152,133,607,636,884,822,657,376,115,42,19,11360,228003319,12869,10648,116,324
755,,2006,"ASR_VAN","Vandalism",11745,228414560,113539,26858,12803,9882,8065,7774,6444,5652,5104,17818,11052,9479,8203,5803,2897,1413,595,555,1984,1761,1665,1617,1403,1228,1184,4509,2980,2915,2589,1731,743,317,128,104,11360,228003319,102896,33297,1346,2328
756,,2006,"ASR_WEAP","Weapons",11745,228414560,107367,8474,9438,8737,7554,7352,6504,5828,5398,19330,10727,7862,6730,5407,3217,1704,839,740,564,518,451,461,405,429,380,1488,971,907,836,567,277,118,49,53,11360,228003319,65545,48185,997,868
701,,2005,"ASR_ARSON","Arson",11791,230188113,5276,1264,487,338,273,249,220,189,170,741,602,537,545,417,246,133,66,63,40,51,40,52,41,37,56,176,135,179,170,154,68,37,13,15,11212,227823799,4755,1471,66,63
702,,2005,"ASR_AST","Aggravated Assault",11791,230188113,237019,60330,10219,10732,10190,10639,10660,10436,9874,40855,31345,28229,25729,18278,10059,5046,2396,2332,2367,2448,2673,2598,2601,2550,2521,10274,8429,8038,7395,4670,2124,921,395,326,11212,227823799,190898,97246,3298,3962
703,,2005,"ASR_AST_SMP","Simple Assault",11791,230188113,632442,185442,23290,23701,24360,26668,26326,26204,25871,109577,87618,80843,74725,51822,26793,12927,6033,5684,9067,8963,8597,8607,8286,8004,7446,30534,25393,24240,21736,13263,6206,2796,1207,1097,11212,227823799,540386,243818,9483,11941
704,,2005,"ASR_BRG","Burglary",11791,230188113,143187,26325,14139,12462,9555,8169,7129,6315,5853,22122,15591,15113,13135,8238,3481,1193,408,284,1843,1641,1487,1269,1170,1190,1133,4399,3547,3335,2688,1506,686,252,108,71,11212,227823799,118419,45893,1463,1678
705,,2005,"ASR_DIS","Disorderly Conduct",11791,230188113,286926,86464,18355,16787,15533,18335,16553,14458,12579,44007,29397,27286,28615,21941,12105,5911,2704,2360,5680,5114,4646,4881,4250,3762,3544,12835,10092,10137,10022,6233,3014,1241,518,495,11212,227823799,241899,115865,2725,6195
706,,2005,"ASR_DRG","Drug Abuse Violations",11791,230188113,1016712,244851,70231,71258,65685,58869,54589,50651,47307,173609,114674,98193,92238,65917,33259,13442,4336,2454,12245,12982,12199,11379,11011,10557,10184,38798,31494,32737,31567,19178,7415,2194,581,330,11212,227823799,795976,423570,8638,7551
707,,2005,"ASR_DRK","Drunkenness",11791,230188113,350495,62290,9991,11578,11585,16883,15684,14491,12873,49021,37898,38537,45570,39895,24894,12207,5531,3857,1904,2073,2049,2602,2340,2080,1951,7736,7139,8881,10463,7522,3445,1365,452,288,11212,227823799,333900,54304,2150,8842
708,,2005,"ASR_DUI","Drive Under the Influence",11791,230188113,828749,197304,18994,26744,30416,40926,41942,40272,38521,146196,104059,89706,87127,69417,45309,25793,12671,10656,4736,6319,7008,10433,10296,9497,8696,30370,22512,23552,26406,19370,10064,4561,1968,1516,11212,227823799,889053,91383,11091,13959
709,,2005,"ASR_EMB","Embezzlement",11791,230188113,6843,6993,478,501,423,365,363,281,257,1052,857,762,639,426,209,116,81,33,482,566,499,408,365,329,284,1073,820,802,597,412,211,97,27,21,11212,227823799,9073,4145,167,92
710,,2005,"ASR_FAM","Offenses Against the Family and Children",11791,230188113,71892,22495,1418,1500,1499,1842,2050,2137,2422,12068,12426,11971,10580,6852,3009,1241,492,385,531,654,763,764,924,913,1045,4415,4081,3635,2508,1301,513,244,102,102,11212,227823799,61088,27106,568,1642
711,,2005,"ASR_FOR","Forgery and Counterfeiting",11791,230188113,52751,35576,2024,2535,2639,2355,2376,2383,2279,9992,7766,6692,5399,3432,1664,771,266,178,1156,1582,1725,1474,1515,1660,1611,7039,5951,5054,3546,1983,821,313,90,56,11212,227823799,59725,23596,972,476
712,,2005,"ASR_FRD","Fraud",11791,230188113,132184,113570,3369,4564,4989,4750,4960,5135,5184,21997,19880,18327,16272,11023,5989,3125,1409,1211,2229,3469,4066,4025,4365,4391,4533,21054,19544,16840,12875,8232,4119,2081,859,888,11212,227823799,159202,69800,1420,1287
713,,2005,"ASR_GAM","Gambling",11791,230188113,5986,701,569,485,500,379,340,308,250,844,498,402,356,273,223,211,170,178,16,22,33,19,12,11,16,69,68,92,99,75,60,59,25,25,11212,227823799,2010,4398,218,24
714,,2005,"ASR_HOM","Murder and Nonnegligent Homicide",11791,230188113,8735,1091,604,660,604,580,522,545,502,1639,901,632,564,436,228,142,67,109,46,53,45,63,56,52,35,191,160,118,89,94,43,22,9,15,11212,227823799,4760,4610,114,93
715,,2005,"ASR_LIQ","Liquor Laws",11791,230188113,275721,85369,51680,58734,49466,10066,7239,5674,4694,16285,12134,12455,15571,13958,9174,4873,2217,1501,20966,21139,17345,2435,1576,1298,1084,3594,3096,3514,3850,2873,1445,656,267,231,11212,227823799,296835,44483,3659,9736
716,,2005,"ASR_LRC","Larceny",11791,230188113,415265,248012,31509,26848,21537,18651,17143,15649,14384,56985,47624,49604,47633,34591,18540,8119,3414,3034,19592,16579,14009,11704,10381,9934,9360,36737,29920,28315,25480,17374,9450,4827,2256,2094,11212,227823799,456885,182480,8239,8432
717,,2005,"ASR_MAN","Manslaughter by Negligence",11791,230188113,921,215,57,47,60,60,48,43,52,161,82,78,71,69,29,24,12,28,8,9,12,6,11,8,12,43,25,24,19,16,6,5,3,8,11212,227823799,920,155,15,19
718,,2005,"ASR_MVT","Motor Vehicle Theft",11791,230188113,68838,14818,6376,5580,4557,4022,3620,3396,3063,11856,8553,7306,5363,3118,1265,464,190,109,1026,1026,912,793,774,763,745,2839,2117,1690,1291,568,194,48,19,13,11212,227823799,54636,26576,1138,770
719,,2005,"ASR_OTH","All Other Offenses",11791,230188113,2127655,616581,84411,99778,101371,101981,98283,93641,89360,354982,266708,248511,239346,175451,93949,44443,19198,16242,20791,25737,26919,26898,26473,26305,25711,105422,88528,85197,75065,46277,20773,8821,3788,3876,11212,227823799,1807521,825837,31147,37500
720,,2005,"ASR_PRS","Prostitution and Commercialized Vice",11791,230188113,21247,41938,350,508,549,700,662,684,698,3401,3110,2859,2639,1986,1369,835,454,443,1559,1988,1776,1640,1544,1417,1494,5835,6218,7312,6390,3399,1072,217,56,21,11212,227823799,35058,26002,1344,614
721,,2005,"ASR_ROB","Robbery",11791,230188113,58394,7727,6682,5757,4536,3689,3247,2816,2661,9055,5984,5367,4376,2538,1118,382,105,81,559,588,487,430,345,368,348,1315,1087,912,721,372,122,51,15,7,11212,227823799,30160,34519,525,437
722,,2005,"ASR_RPE","Rape",11791,230188113,16423,212,974,959,874,809,732,646,677,2504,2184,1961,1721,1123,622,293,173,171,15,11,7,7,9,7,8,43,55,23,15,7,3,1,1,,11212,227823799,10646,5318,182,199
723,,2005,"ASR_SEX","Sex Offenses",11791,230188113,52236,4535,2360,2319,2149,1907,1800,1644,1496,6496,5948,6444,6892,4821,3204,2046,1242,1468,269,288,278,212,180,166,186,613,618,578,588,337,130,52,22,18,11212,227823799,40388,12743,592,584
724,,2005,"ASR_STP","Stolen Property",11791,230188113,67866,17074,5111,4878,4205,3765,3339,3027,3024,11377,8451,7535,6233,3892,1852,694,290,193,1033,1037,909,911,864,857,848,3190,2341,2120,1538,876,358,127,40,25,11212,227823799,54692,26986,740,613
725,,2005,"ASR_SUS","Suspicion",11791,230188113,2082,280,142,152,122,121,93,83,58,362,238,229,188,139,68,50,23,14,22,18,23,14,20,13,9,41,36,30,24,13,8,6,1,2,11212,227823799,1595,748,6,10
726,,2005,"ASR_VAG","Vagrancy",11791,230188113,20635,5595,964,809,648,623,549,583,531,2179,1969,2425,3057,3013,1882,873,327,203,158,191,155,137,125,139,162,632,675,965,994,689,358,128,56,31,11212,227823799,13807,11744,153,489
727,,2005,"ASR_VAN","Vandalism",11791,230188113,109627,26133,11670,9222,7743,7240,6190,5387,4980,17008,11490,9677,8304,5556,2744,1312,566,538,1835,1772,1614,1506,1367,1303,1191,4466,3045,2821,2457,1514,674,292,120,156,11212,227823799,97990,32124,1341,2227
728,,2005,"ASR_WEAP","Weapons",11791,230188113,105361,8267,8941,8427,7222,6979,6527,5778,5315,18555,10862,8117,7059,5248,3025,1682,852,772,521,501,424,434,416,392,361,1379,966,933,863,574,245,138,58,62,11212,227823799,65884,44531,952,781
673,,2004,"ASR_ARSON","Arson",11441,222125207,4695,1119,389,338,271,238,218,194,166,624,510,479,492,340,218,104,58,56,44,32,38,35,37,17,38,156,156,165,175,103,81,24,9,9,11074,221052350,4379,1298,65,60
674,,2004,"ASR_AST","Aggravated Assault",11441,222125207,226331,57527,9498,10044,9787,10413,10260,9912,9355,38233,30514,27619,25331,17053,9128,4646,2321,2217,2279,2343,2471,2558,2434,2515,2297,9481,8305,8009,7173,4267,1936,787,376,296,11074,221052350,185272,91279,3166,3543
675,,2004,"ASR_AST_SMP","Simple Assault",11441,222125207,612435,177884,22942,23179,23434,26133,25885,25680,25502,103151,87752,79978,73941,47653,24554,11702,5622,5327,8870,8402,8140,8411,8117,7671,7112,28413,25007,24273,21174,12032,5696,2448,1089,1029,11074,221052350,529471,238640,9287,10811
676,,2004,"ASR_BRG","Burglary",11441,222125207,135782,24265,14134,11999,9309,7786,6819,6160,5510,19868,15781,14754,12213,6965,2891,992,372,229,1802,1526,1368,1200,1131,1062,973,3854,3403,3224,2500,1311,540,230,79,62,11074,221052350,113322,43563,1413,1493
677,,2004,"ASR_DIS","Disorderly Conduct",11441,222125207,272663,80983,18371,16110,14800,18369,16188,13957,12359,40922,28512,26474,26784,19389,10733,5153,2476,2066,5429,4810,4424,4655,4099,3641,3373,11674,9900,9893,9163,5496,2493,1052,455,426,11074,221052350,237506,106223,2744,5755
678,,2004,"ASR_DRG","Drug Abuse Violations",11441,222125207,940110,221676,67934,68801,61967,56437,51747,47538,44173,153403,107370,92598,86022,57284,28145,10837,3754,2100,12003,12249,11096,10665,9833,9447,8920,32706,29645,31099,29074,16329,6048,1770,491,301,11074,221052350,752909,392238,7830,6917
679,,2004,"ASR_DRK","Drunkenness",11441,222125207,350422,60087,10401,11891,11860,17205,15305,13881,12768,46948,38416,40649,47399,39272,23673,11510,5508,3736,1999,2062,1855,2525,2062,2053,1799,6972,7025,9204,10602,6914,3041,1220,445,309,11074,221052350,343019,55835,2017,8632
680,,2004,"ASR_DUI","Drive Under the Influence",11441,222125207,841998,192869,20336,27329,30573,42522,42528,40735,38239,141078,108526,92998,92426,70183,45057,25561,12933,10974,4728,6329,6645,10054,9806,9013,8008,27751,23111,24592,26966,18261,9787,4349,1950,1519,11074,221052350,910892,95155,11005,14537
681,,2004,"ASR_EMB","Embezzlement",11441,222125207,6147,6539,399,408,373,357,321,253,242,974,762,656,586,333,275,131,51,26,399,499,416,395,352,278,267,969,901,747,608,355,194,100,33,26,11074,221052350,8651,3722,214,61
682,,2004,"ASR_FAM","Offenses Against the Family and Children",11441,222125207,67198,20619,1416,1366,1486,1695,1900,2059,2241,11178,11851,11331,10081,5983,2693,1098,488,332,529,574,666,763,870,929,964,3935,3720,3264,2424,1143,444,203,97,94,11074,221052350,59108,26615,501,1371
683,,2004,"ASR_FOR","Forgery and Counterfeiting",11441,222125207,52419,35157,2105,2568,2686,2378,2452,2410,2315,9450,7988,6667,5541,3242,1509,663,257,188,1282,1493,1658,1553,1691,1600,1793,6730,5758,4879,3611,1918,732,324,88,47,11074,221052350,60745,25171,982,511
684,,2004,"ASR_FRD","Fraud",11441,222125207,126771,109423,3049,4422,4754,4916,5072,5043,4837,21024,19751,18207,15154,9934,5461,2752,1274,1121,2098,3347,3924,3926,4294,4466,4574,20288,19086,16397,12166,7579,3757,1896,871,754,11074,221052350,165376,67193,1446,1324
685,,2004,"ASR_GAM","Gambling",11441,222125207,5947,729,554,492,451,335,308,300,283,916,520,407,321,275,254,198,148,185,25,30,26,22,17,15,20,68,66,89,98,75,85,39,34,20,11074,221052350,2085,4311,232,44
686,,2004,"ASR_HOM","Murder and Nonnegligent Homicide",11441,222125207,8199,1078,573,618,545,546,543,453,450,1517,857,645,538,395,218,128,78,95,38,55,50,53,47,44,47,195,154,123,104,75,45,17,16,15,11074,221052350,4632,4421,110,99
687,,2004,"ASR_LIQ","Liquor Laws",11441,222125207,280840,85232,53135,59028,49086,10531,7384,5794,5060,16180,12599,13551,16406,14142,9172,4737,2329,1706,21217,21597,16506,2421,1575,1320,1039,3535,3239,3624,4041,2693,1330,659,237,199,11074,221052350,306159,44239,3775,9686
688,,2004,"ASR_LRC","Larceny",11441,222125207,416486,243079,32677,27385,22319,19569,17235,15556,14437,54223,49323,50687,48327,33142,17248,7732,3365,3261,19896,16108,13227,11877,10495,9851,9024,34949,30150,28240,25207,16436,8711,4481,2228,2199,11074,221052350,454445,187343,8298,7854
689,,2004,"ASR_MAN","Manslaughter by Negligence",11441,222125207,928,194,53,58,53,46,54,48,55,163,97,70,71,68,37,26,9,20,8,12,8,6,9,9,8,25,29,19,22,17,11,4,1,6,11074,221052350,903,192,13,13
690,,2004,"ASR_MVT","Motor Vehicle Theft",11441,222125207,66607,13666,6375,5554,4548,4102,3646,3547,2971,11165,8365,6977,4962,2707,1076,400,120,92,1004,953,855,799,711,644,675,2516,2026,1682,1087,463,173,43,25,10,11074,221052350,52593,25706,1107,758
691,,2004,"ASR_OTH","All Other Offenses",11441,222125207,2027336,583686,82662,97381,98772,101618,96978,92134,87303,326906,262608,240552,228151,157221,83559,38602,17875,15014,20943,24417,25552,26416,25593,24961,24824,96692,85955,82917,71056,40864,18304,7883,3499,3810,11074,221052350,1739338,795646,31984,36071
692,,2004,"ASR_PRS","Prostitution and Commercialized Vice",11441,222125207,19870,44103,312,437,584,577,617,643,676,3089,3045,2799,2552,1797,1213,708,401,420,1632,2015,1701,1647,1586,1593,1399,5956,7012,8148,6675,3391,1048,216,49,35,11074,221052350,36680,25422,1264,506
693,,2004,"ASR_ROB","Robbery",11441,222125207,55858,7184,5903,5177,4265,3646,3162,2724,2472,8529,6274,5411,4383,2372,1015,336,122,67,475,461,433,395,374,327,337,1238,1013,903,715,340,111,37,13,12,11074,221052350,30056,31984,487,431
694,,2004,"ASR_RPE","Rape",11441,222125207,16241,220,980,970,855,858,765,666,647,2409,2164,1939,1705,1059,575,300,183,166,12,7,7,7,16,5,6,44,42,31,23,14,5,,,1,11074,221052350,10716,5295,197,201
695,,2004,"ASR_SEX","Sex Offenses",11441,222125207,49206,4359,2331,2285,1980,2069,1776,1614,1515,6154,5836,6033,5951,4339,2899,1932,1129,1363,276,268,243,233,200,154,165,614,578,609,493,300,140,47,19,20,11074,221052350,39786,12511,649,521
696,,2004,"ASR_STP","Stolen Property",11441,222125207,64599,15263,5570,5075,4105,3742,3356,3101,2684,10255,8234,6981,5753,3223,1511,598,251,160,912,942,834,851,789,744,702,2696,2239,1948,1382,758,284,108,42,32,11074,221052350,51114,27326,700,575
697,,2004,"ASR_SUS","Suspicion",11441,222125207,3228,792,142,157,156,159,138,143,112,522,423,423,365,256,134,60,21,17,36,45,34,50,36,34,25,133,114,104,87,51,29,12,1,1,11074,221052350,2152,1565,199,92
698,,2004,"ASR_VAG","Vagrancy",11441,222125207,19812,4185,587,574,494,484,415,434,441,1752,1871,2543,3318,3346,1898,989,415,251,130,144,113,94,94,120,104,428,486,676,728,519,346,128,50,25,11074,221052350,14071,9284,145,488
699,,2004,"ASR_VAN","Vandalism",11441,222125207,104791,23717,11445,8985,7496,7224,6096,5344,4632,15655,10962,9194,8163,4954,2487,1114,543,497,1760,1568,1348,1295,1212,1175,1027,3780,3061,2714,2434,1267,606,258,105,107,11074,221052350,94597,30289,1250,1998
700,,2004,"ASR_WEAP","Weapons",11441,222125207,93889,7312,8109,7250,6397,6251,5825,5316,4698,15664,9931,7490,6502,4737,2748,1473,780,718,495,419,382,399,371,318,292,1191,865,886,803,434,225,115,63,54,11074,221052350,62292,37105,877,750
645,,2003,"ASR_ARSON","Arson",11372,219455987,4807,1156,440,376,314,267,212,183,170,596,520,506,501,339,177,109,45,52,52,42,51,36,42,35,33,155,157,169,160,108,61,29,12,14,11059,218978486,4355,1503,36,50
646,,2003,"ASR_AST","Aggravated Assault",11372,219455987,233817,59382,9843,10075,10286,10840,10607,10255,9439,38508,32577,29838,26475,17021,9122,4476,2184,2271,2369,2399,2493,2667,2610,2549,2383,9658,8939,8751,7238,4139,1817,750,341,279,11059,218978486,188692,97121,3487,3295
647,,2003,"ASR_AST_SMP","Simple Assault",11372,219455987,603899,173017,22886,22755,23950,26252,26604,25999,24307,99502,88409,82172,72169,45255,22496,10783,5297,5063,8798,8058,8148,8350,7823,7632,6978,27366,25296,24436,19949,11108,4928,2209,993,945,11059,218978486,516286,239749,8736,10297
648,,2003,"ASR_BRG","Burglary",11372,219455987,133617,22940,14949,12126,9610,8188,7040,6251,5213,18559,15962,14232,11253,6346,2507,835,318,228,1588,1614,1360,1246,1052,1020,969,3477,3336,3049,2289,1120,489,195,79,57,11059,218978486,109382,44083,1484,1388
649,,2003,"ASR_DIS","Disorderly Conduct",11372,219455987,275491,79851,19077,16587,15494,18617,16215,13982,11718,40019,29348,28184,27378,19296,10088,4989,2377,2122,5408,4586,4327,4596,4096,3630,3093,11435,10026,10279,9006,5108,2242,1077,461,481,11059,218978486,238797,107289,2513,5906
650,,2003,"ASR_DRG","Drug Abuse Violations",11372,219455987,894180,203274,67621,66751,61332,54813,50356,46166,40502,140907,103973,90548,81120,51176,24557,9172,3281,1905,11157,11096,10592,9742,9003,8568,7642,28843,28751,30342,26652,13694,5111,1432,412,237,11059,218978486,708663,372378,8092,6473
651,,2003,"ASR_DRK","Drunkenness",11372,219455987,342284,56681,10280,11281,12023,16542,14751,13624,11874,44788,39236,41930,46937,36563,22090,11144,5404,3817,1800,1871,1670,2230,2134,1851,1602,6195,7140,9215,10108,6285,2846,1088,388,258,11059,218978486,331889,53682,2164,10027
652,,2003,"ASR_DUI","Drive Under the Influence",11372,219455987,844566,187415,20812,27375,31850,42093,41663,40503,36474,138583,110920,97572,94644,70032,43775,24789,12607,10874,4636,5886,6528,9682,9103,8301,7191,25856,23742,25778,27115,17507,8713,4082,1859,1436,11059,218978486,903604,100243,10207,14810
653,,2003,"ASR_EMB","Embezzlement",11372,219455987,6107,6366,410,436,386,338,307,301,249,918,789,730,575,324,193,91,34,26,413,456,374,391,314,292,244,984,924,707,550,371,204,83,40,19,11059,218978486,8446,3776,171,66
654,,2003,"ASR_FAM","Offenses Against the Family and Children",11372,219455987,73684,21726,1495,1501,1659,2077,2196,2374,2457,11921,13345,12674,10800,6326,2825,1151,499,384,528,576,742,833,874,895,866,4020,4021,3702,2541,1295,449,208,84,92,11059,218978486,63200,29686,1082,1177
655,,2003,"ASR_FOR","Forgery and Counterfeiting",11372,219455987,48590,33328,2050,2528,2712,2379,2291,2313,2001,8583,7270,6430,4913,2843,1415,502,210,150,1196,1538,1801,1673,1578,1446,1469,6235,5654,4592,3391,1793,606,248,75,33,11059,218978486,56089,24276,945,433
656,,2003,"ASR_FRD","Fraud",11372,219455987,129823,110246,3299,4609,5086,5332,5243,5224,4851,20964,20321,18587,15581,10046,5318,2772,1396,1194,2310,3621,4099,4244,4685,4486,4248,20255,19422,16376,12100,7116,3697,1930,895,762,11059,218978486,163452,73109,1448,1264
657,,2003,"ASR_GAM","Gambling",11372,219455987,5952,820,568,547,463,371,340,348,239,810,489,394,372,292,232,206,137,144,19,36,46,17,20,26,15,78,67,102,102,98,67,56,35,36,11059,218978486,1972,4527,241,12
658,,2003,"ASR_HOM","Murder and Nonnegligent Homicide",11372,219455987,8166,977,538,598,560,570,527,491,445,1501,917,682,504,347,216,112,69,89,44,43,47,49,52,53,35,163,129,122,104,58,38,24,5,11,11059,218978486,4421,4506,104,98
659,,2003,"ASR_LIQ","Liquor Laws",11372,219455987,278263,82790,55823,59163,50654,11006,7892,5902,4648,15488,12478,13338,14700,12008,7816,3897,2016,1434,21390,20812,16627,2394,1574,1233,912,3221,3135,3369,3612,2309,1224,536,242,200,11059,218978486,306654,39343,3413,9905
660,,2003,"ASR_LRC","Larceny",11372,219455987,404626,228654,34392,28434,23540,19313,17306,15319,13383,50728,49042,50141,45094,30053,15255,6652,2969,3005,18675,15246,13069,11020,10066,9255,8146,32027,29406,27700,23251,15187,7639,3965,1921,2081,11059,218978486,426616,189536,8286,7160
661,,2003,"ASR_MAN","Manslaughter by Negligence",11372,219455987,923,210,59,60,57,71,48,44,28,143,86,86,80,66,38,22,19,16,7,10,8,21,12,15,9,22,29,28,20,8,7,4,2,8,11059,218978486,885,199,25,21
662,,2003,"ASR_MVT","Motor Vehicle Theft",11372,219455987,66035,13079,6838,5903,4723,4216,3700,3271,2928,10525,8494,6773,4743,2411,935,353,117,105,1024,927,804,735,726,603,613,2235,2106,1640,997,450,150,44,15,10,11059,218978486,50332,26677,1311,664
663,,2003,"ASR_OTH","All Other Offenses",11372,219455987,1949480,541633,85220,97760,101483,102953,97848,91404,81926,308299,256300,236606,213851,140619,72592,33488,15402,13729,19995,23718,25102,25295,24618,24066,22071,87284,82380,79075,64378,35336,15523,6493,2891,3408,11059,218978486,1636885,780643,31702,35555
664,,2003,"ASR_PRS","Prostitution and Commercialized Vice",11372,219455987,19938,38755,302,398,501,607,717,685,624,3138,3100,2969,2602,1703,1201,665,334,392,1194,1554,1400,1325,1403,1336,1176,5410,6863,7608,5767,2717,765,170,43,24,11059,218978486,34277,22699,1318,320
665,,2003,"ASR_ROB","Robbery",11372,219455987,55265,6750,6055,5228,4424,3816,3381,2913,2442,8095,6265,5390,3985,2010,788,282,106,85,508,483,426,365,335,318,306,1060,949,904,628,311,114,27,10,6,11059,218978486,28627,32293,613,413
666,,2003,"ASR_RPE","Rape",11372,219455987,16741,194,1022,996,942,840,791,703,650,2474,2339,2128,1667,1033,519,324,159,154,13,11,13,7,10,8,3,28,28,29,20,9,4,5,,6,11059,218978486,10737,5716,218,220
667,,2003,"ASR_SEX","Sex Offenses",11372,219455987,49820,4566,2326,2298,2146,2046,1788,1628,1504,6176,6246,6547,5771,4185,2709,1841,1137,1472,252,265,226,217,206,203,154,618,700,658,587,264,136,45,21,14,11059,218978486,40135,12761,743,637
668,,2003,"ASR_STP","Stolen Property",11372,219455987,63340,14680,5746,5093,4373,3826,3339,3014,2581,9561,8089,6884,5435,3081,1349,544,240,185,955,929,877,752,786,693,601,2517,2286,1883,1374,641,266,70,28,22,11059,218978486,47543,29074,753,517
669,,2003,"ASR_SUS","Suspicion",11372,219455987,1256,194,70,84,85,59,75,60,51,184,161,133,124,73,51,18,21,7,18,12,10,13,10,6,11,28,28,25,18,5,5,3,1,1,11059,218978486,911,480,15,10
670,,2003,"ASR_VAG","Vagrancy",11372,219455987,16400,4139,574,604,521,457,422,450,382,1623,1625,2313,2615,2326,1385,661,278,164,109,82,109,109,135,124,102,522,716,738,668,409,195,75,29,17,11059,218978486,11607,8382,153,384
671,,2003,"ASR_VAN","Vandalism",11372,219455987,103857,23336,12197,9350,7542,7193,5993,5205,4458,14745,10979,9376,7950,4664,2190,1021,488,506,1782,1531,1363,1439,1224,1109,1046,3598,3010,2902,2250,1136,552,210,76,108,11059,218978486,92265,31345,1454,1856
672,,2003,"ASR_WEAP","Weapons",11372,219455987,90298,7187,7625,7205,6452,6174,5646,5150,4521,14768,9606,7299,6192,4385,2520,1336,729,690,409,410,392,385,319,333,310,1055,974,928,816,474,215,86,43,38,11059,218978486,58429,37259,947,682
617,,2002,"ASR_ARSON","Arson",10936,220019017,5148,1212,472,415,303,247,219,178,179,666,620,620,494,359,189,92,56,39,52,46,45,42,39,38,30,160,160,177,197,126,54,22,13,11,10687,219595763,4594,1648,56,53
618,,2002,"ASR_AST","Aggravated Assault",10936,220019017,249116,61380,10504,11073,11100,11768,11476,10583,9976,40610,35602,32929,27808,17310,9125,4600,2253,2399,2351,2497,2665,2718,2676,2494,2318,9933,9739,9462,7356,4043,1720,791,331,286,10687,219595763,196486,106447,3623,3471
619,,2002,"ASR_AST_SMP","Simple Assault",10936,220019017,627315,177816,22817,24448,25241,28160,27861,25799,24402,101942,94733,89189,74888,44672,22448,10486,5049,5180,8491,8534,8532,8495,8409,7643,6910,28128,26949,26293,20229,10483,4701,2148,902,969,10687,219595763,534716,249872,8709,10192
620,,2002,"ASR_BRG","Burglary",10936,220019017,131545,21448,14761,12260,9589,8188,6918,5727,5076,18045,15852,14738,11126,5728,2239,781,269,248,1644,1542,1252,1101,1051,861,845,3310,3159,2834,2118,1025,399,181,68,58,10687,219595763,105397,44613,1589,1216
621,,2002,"ASR_DIS","Disorderly Conduct",10936,220019017,286392,82437,19576,17677,16647,19861,17184,13961,11890,40675,31528,30966,28694,18649,9869,4736,2320,2159,5480,4911,4753,4681,4117,3487,3115,11420,10916,11353,9211,4922,2218,965,436,452,10687,219595763,247702,111398,2628,6354
622,,2002,"ASR_DRG","Drug Abuse Violations",10936,220019017,855630,191393,64597,66807,60302,54308,48909,41775,36732,131738,101904,90434,77200,46699,21586,7947,2944,1748,10342,10793,10362,8953,8395,7399,6649,26933,28336,30249,24384,12370,4417,1218,373,220,10687,219595763,664927,367401,7495,5955
623,,2002,"ASR_DRK","Drunkenness",10936,220019017,360471,57590,10977,12348,12589,16955,15441,13423,11996,46214,42265,47923,50493,37214,21956,11143,5453,4081,1837,1874,1807,2209,1920,1644,1487,6289,7751,10287,10120,6004,2683,966,388,324,10687,219595763,346978,58259,2068,9819
624,,2002,"ASR_DUI","Drive Under the Influence",10936,220019017,868221,182362,21203,28876,32914,43292,42384,38888,35875,139301,116053,106671,99803,71052,44365,24408,12193,10943,4381,5802,6260,8870,8359,7465,6457,24087,24195,27894,26857,16665,8219,3730,1643,1478,10687,219595763,916585,105627,9886,15660
